module,source_table,grain,metric,factor,level,n_subjects,n_trials,n_rows,mean,sd,se,ci95_low,ci95_high,median,iqr,note
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=15,15,54,97,16.79993679345137,16.90790499820397,1.7167376500369953,13.435130999378858,20.16474258752388,13.293226381461675,22.823549360429062,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=45,15,55,125,13.590789081875302,15.291088157958741,1.3676765028455113,10.9101431362981,16.271435027452505,7.809542586750788,15.679911301427891,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=75,15,57,136,17.06635141994497,15.578647247278312,1.3358579806712352,14.448069777829348,19.68463306206059,12.086301163892719,18.353160030767775,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=0,27,141,252,21.056972454141036,19.384930839631533,1.2211358615202748,18.663546165561296,23.450398742720775,14.156168038188518,32.25506211620693,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=1,27,141,378,15.258551431938141,13.151324421207068,0.6764311382101733,13.932746401046202,16.58435646283008,11.285990932391691,19.448300658962197,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=0,15,85,144,18.382762249032794,18.490176712534918,1.54084805937791,15.362700052652091,21.402824445413497,11.48266775073208,23.02364966133139,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=1,15,81,214,14.029666044163498,13.636012331667024,0.9321386130662342,12.20267436255368,15.856657725773317,10.617693341368351,16.43721344307918,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=High,6,64,141,19.9468284322281,20.264515524916042,1.7065800678790344,16.60193149918519,23.291725365271006,9.934299954689624,30.591102202718567,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=Low,21,218,489,16.894860308327193,14.744941221625671,0.666789290812258,15.587953298335167,18.20176731831922,12.68051036449384,22.078619472351562,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=High,10,113,243,16.54639436852164,16.480452982501998,1.0572215517571666,14.474240127077593,18.618548609965686,11.417129472212777,22.188031750547978,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,share_pct,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=Low,5,53,115,14.162543180530028,14.495686895445498,1.3517297728749034,11.513152825695217,16.811933535364837,10.625952218872571,14.087739794786508,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,overall,all,42,453,1130,5.955289667956168,3.1369420452888477,0.09331839775119602,5.772385608363824,6.138193727548512,5.28854564776023,3.0456016459394175,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR,WWR=15,42,150,375,5.842696483226492,3.0575678535950845,0.15789212502497227,5.533227918177547,6.152165048275437,5.13583122956066,2.8796011310057303,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR,WWR=45,42,149,372,5.942377638474007,2.984074841387108,0.15471707319893935,5.639132175004086,6.245623101943927,5.3836565051632,3.214655620061783,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR,WWR=75,42,154,383,6.078072224721164,3.354750233140706,0.17141972922787435,5.74208955543453,6.414054894007798,5.44365634752817,3.1502738842121145,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,Complexity,Complexity=0,42,229,458,5.9138023429777595,3.054364835236318,0.1427210959788278,5.634068994859257,6.193535691096262,5.16774080799893,3.2438760697938505,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,Complexity,Complexity=1,42,224,672,5.983565255515859,3.193947577081483,0.1232092026867449,5.7420752182498385,6.225055292781879,5.37172301089883,2.9426349105050975,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,ExperienceGroup,ExperienceGroup=High,16,177,442,6.437315758831368,3.6707793653902487,0.17460116898593572,6.095097467618935,6.779534050043802,5.333679773558125,4.21198273343853,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,ExperienceGroup,ExperienceGroup=Low,26,276,688,5.645615929341578,2.6974659886744186,0.10283992669841871,5.444049673012677,5.847182185670479,5.223963849117475,2.7301658570813228,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch,DateBatch=First_before_2026-05-01,27,285,711,5.922153371223818,2.656507424599033,0.09962681207121747,5.726884819564232,6.117421922883404,5.70009251492659,2.61571333852908,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch,DateBatch=Second_2026-05-01_or_later,15,168,419,6.011518562888628,3.8192473240430185,0.18658244143427483,5.645816977677449,6.3772201480998065,4.46788715879905,3.46614178118475,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:Complexity,WWR=15;Complexity=0,41,75,150,5.44603036400125,2.52184855964707,0.2059080726569343,5.0424505415936585,5.8496101864088415,4.92836067457092,2.7533299621909544,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:Complexity,WWR=15;Complexity=1,42,75,225,6.107140562709986,3.3470985669799984,0.22313990446533322,5.669786349957933,6.54449477546204,5.29853632369514,2.9400866270908503,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:Complexity,WWR=45;Complexity=0,42,75,150,6.10266930665378,3.345151498261194,0.2731304761015525,5.567333573494738,6.638005039812823,5.28854564776023,3.251127092654775,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:Complexity,WWR=45;Complexity=1,41,74,222,5.834072457271457,2.7156916800395527,0.18226529151528925,5.4768324859014905,6.191312428641424,5.4055538396203655,3.2481596318927304,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:Complexity,WWR=75;Complexity=0,42,79,158,6.178585585351642,3.1916046337161963,0.25391043145619324,5.680921139697503,6.676250031005781,5.4195919949982,3.47004658414714,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:Complexity,WWR=75;Complexity=1,41,75,225,6.007489509256207,3.4700174769200474,0.2313344984613365,5.554073892271987,6.4609051262404265,5.44365634752817,3.1986742085201403,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:ExperienceGroup,WWR=15;ExperienceGroup=High,16,59,148,6.334389000995409,3.5128339652199987,0.28875317322701527,5.768432781470459,6.900345220520359,5.04080705558446,3.844880196707203,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:ExperienceGroup,WWR=15;ExperienceGroup=Low,26,91,227,5.522121625826491,2.680090691038648,0.17788386688444288,5.173469246732983,5.8707740049199995,5.16915196864064,2.5292190280387703,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:ExperienceGroup,WWR=45;ExperienceGroup=High,16,58,144,6.22545199343995,3.319449006968602,0.27662075058071683,5.683275322301745,6.767628664578155,5.3836565051632,4.81751868151856,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:ExperienceGroup,WWR=45;ExperienceGroup=Low,26,91,228,5.76359383533762,2.7439465076395377,0.1817222967712096,5.407418133666049,6.119769537009191,5.42745117407753,2.63560375875317,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:ExperienceGroup,WWR=75;ExperienceGroup=High,16,60,150,6.742259374671942,4.121206726776431,0.33649512017093014,6.082728939136919,7.4017898102069655,5.90022655188215,4.6276884946058665,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,WWR:ExperienceGroup,WWR=75;ExperienceGroup=Low,26,94,233,5.650483930761436,2.6746918091160423,0.1752248864504,5.307043153318652,5.99392470820422,5.3043646032123,2.96950682964049,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=15,27,95,237,5.725593443065344,2.592614557776778,0.16840841261542103,5.395512954339119,6.05567393179157,5.20828072246692,2.3800496378698304,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=45,27,93,233,6.117659694935107,2.743203024701771,0.17971320541510183,5.765421812321508,6.469897577548707,5.90054598111137,3.0428453058695295,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=75,27,97,241,5.926434406696137,2.6301760652418644,0.1694245341026411,5.594362319854961,6.258506493537313,5.70256077712028,2.6511156991298295,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=15,15,55,138,6.04380822611194,3.7253136001997578,0.31711975312944296,5.422253509978232,6.665362942245649,4.8278743811284,3.9558501019440726,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=45,15,56,139,5.648559515053599,3.3391057122308414,0.28321925001453546,5.0934497850251095,6.203669245082089,4.46788715879905,3.03208826904758,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=75,15,57,142,6.3354293665805415,4.313870495829385,0.36201197022061155,5.625885904948143,7.04497282821294,4.41750215532022,3.6107614167331783,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=0,27,144,288,5.889194756862682,2.6023728540750617,0.15334629102435549,5.588636026454945,6.189753487270418,5.43516294957718,2.8766219257663357,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=1,27,141,423,5.944593278873955,2.695574657679715,0.13106332484146388,5.687709162184686,6.2014773955632245,5.80987071344248,2.3213036768979496,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=0,15,85,170,5.9554904888668325,3.704536126845751,0.2841249509210932,5.39860558506149,6.512375392672175,4.43411098800583,3.35834105524027,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=1,15,83,249,6.049770661618368,3.902560881830832,0.247314746996439,5.565033757505347,6.5345075657313885,4.52395207472437,3.5705735507357503,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=High,6,64,160,5.91679171485538,2.071714596206802,0.16378341964573812,5.595776212349733,6.237807217361027,5.675419972471575,2.82654490118606,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=Low,21,221,551,5.923710295033167,2.805208905554989,0.11950591723312122,5.6894786972562486,6.157941892810085,5.70009251492659,2.5730790880351,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=High,10,113,282,6.73264854973973,4.298444646911814,0.2559686537668681,6.230949988356669,7.2343471111227915,5.26641996819222,5.3093047093624275,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_theta,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=Low,5,55,137,4.527148808932344,1.832669769521392,0.15657554516566125,4.220260740407648,4.83403687745704,4.31947988457245,1.5675792376262296,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,overall,all,42,453,1130,5.016777143265666,4.099441069212398,0.12195101686015547,4.777753150219762,5.255801136311571,3.97602281403279,3.2506365586343557,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR,WWR=15,42,150,375,4.546660932797281,2.786784870675702,0.14390895191453046,4.264599387044802,4.828722478549761,3.9325592520108,2.62800475946566,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR,WWR=45,42,149,372,5.115596342130314,4.556954247530662,0.2362670714892965,4.652512882011293,5.578679802249336,3.8585549975087,3.2898768940761,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR,WWR=75,42,154,383,5.381092644435365,4.640844035977207,0.23713605268647195,4.91630598116988,5.845879307700851,4.31907994886243,4.12547885489071,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,Complexity,Complexity=0,42,229,458,4.542577652666635,3.0076017813593765,0.1405360019705288,4.267127088804399,4.818028216528871,3.82670754528257,2.79472786331811,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,Complexity,Complexity=1,42,224,672,5.33996667703703,4.67518192337878,0.18034905811489046,4.986482523131845,5.693450830942216,4.09615975979545,3.6988726190033105,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,ExperienceGroup,ExperienceGroup=High,16,177,442,5.6121120593628335,5.245603676361011,0.2495079226403422,5.123076530987763,6.101147587737904,4.0005209782115045,4.00842125734421,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,ExperienceGroup,ExperienceGroup=Low,26,276,688,4.634309072168358,3.0951210330502694,0.11800038313663513,4.403028321220553,4.865589823116164,3.95925512689177,2.8987675359097578,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch,DateBatch=First_before_2026-05-01,27,285,711,4.844971243075058,3.2880091519173393,0.12330997716520785,4.603283687831251,5.086658798318865,4.15313873035814,2.7845617895716694,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch,DateBatch=Second_2026-05-01_or_later,15,168,419,5.308314124257366,5.185760714188499,0.2533409891148334,4.811765785592293,5.80486246292244,3.6289801678784,4.022929479580981,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:Complexity,WWR=15;Complexity=0,41,75,150,4.097622103312466,2.575217895283082,0.21026566066425315,3.6855014084105293,4.509742798214401,3.51000237266266,2.507596636694908,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:Complexity,WWR=15;Complexity=1,42,75,225,4.846020152453825,2.886242186428879,0.19241614576192528,4.4688845067604515,5.223155798147198,3.97602281403279,3.4113164319482894,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:Complexity,WWR=45;Complexity=0,42,75,150,4.541559635454264,2.572437080428235,0.21003860808213556,4.1298839636132785,4.953235307295249,3.91072765326697,2.9148947985157956,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:Complexity,WWR=45;Complexity=1,41,74,222,5.503458981776295,5.479414953704056,0.367754252520875,4.78266064683538,6.22425731671721,3.806968638944155,3.5780662269376196,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:Complexity,WWR=75;Complexity=0,42,79,158,4.965970279153856,3.6587922655276164,0.29107788381263167,4.395457626881098,5.536482931426614,3.78708494075137,3.203238556554095,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:Complexity,WWR=75;Complexity=1,41,75,225,5.672600794277493,5.209551096734546,0.34730340644896973,4.991886117637512,6.353315470917473,4.3747200239921,4.620892968870391,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:ExperienceGroup,WWR=15;ExperienceGroup=High,16,59,148,4.779728680379576,2.9256321138660706,0.24048547837380688,4.308377142766915,5.251080217992238,4.08292619365305,2.1482770726255898,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:ExperienceGroup,WWR=15;ExperienceGroup=Low,26,91,227,4.394704868294285,2.688097335701247,0.17841528655546934,4.045010906645565,4.744398829943005,3.8359496535931,2.946650684064595,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:ExperienceGroup,WWR=45;ExperienceGroup=High,16,58,144,5.783406175786288,5.749150541171024,0.47909587843091866,4.844378254061687,6.722434097510889,3.8697668880771303,4.026095977696848,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:ExperienceGroup,WWR=45;ExperienceGroup=Low,26,91,228,4.693821710347595,3.557460075786959,0.23559854896734453,4.232048554371599,5.15559486632359,3.8585549975087,2.76049564756407,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:ExperienceGroup,WWR=75;ExperienceGroup=High,16,60,150,6.268954641526459,6.334346314550017,0.5171972108242231,5.255248108310982,7.2826611747419365,4.3356407711010405,5.43565016864942,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,WWR:ExperienceGroup,WWR=75;ExperienceGroup=Low,26,94,233,4.80950766776728,2.9758104362164666,0.19495182361076388,4.4274020934901825,5.191613242044377,4.27576308085344,3.23243051493494,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=15,27,95,237,4.409225615083069,2.5439769429594596,0.16524906003051198,4.0853374574232655,4.733113772742873,4.08095542268796,2.55671459861576,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=45,27,93,233,5.106088408302807,3.964715779056171,0.25973716666176333,4.597003561645751,5.615173254959863,4.14999417729991,2.98282088927299,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=75,27,97,241,5.02103520297562,3.1841437575126093,0.20510873008145875,4.61902209201596,5.423048313935279,4.36736831489417,3.66787219931358,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=15,15,55,138,4.782691152349949,3.1565408343365795,0.26870259998356827,4.2560340563821555,5.309348248317743,3.76800447694061,3.4831918109878397,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=45,15,56,139,5.131534101711677,5.4222207772691835,0.4599067637560449,4.230116844749829,6.032951358673524,3.35826812813638,4.134014763960235,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=75,15,57,142,5.992176048602962,6.36352904555566,0.5340154948009833,4.945505678793035,7.03884641841289,3.624193050268555,4.9211131105487596,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=0,27,144,288,4.490930763770474,2.866520196307224,0.16891132243475265,4.159864571798359,4.8219969557425895,3.99606003144602,2.695225668686369,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=1,27,141,423,5.0860200800483915,3.5294543535169174,0.17160794308931734,4.749668511593329,5.422371648503454,4.27576308085344,2.9779901775761406,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
multimodal_retained,05_multimodal_fusion/analysis_master_long.csv,aoi_expanded_retained_row,eeg_F_alpha,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=0,15,85,170,4.630073558561306,3.239493371768026,0.24845779977491944,4.143096271002464,5.117050846120148,3.39653743437497,3.13580096436237,Main retained fusion table. AOI-expanded rows must not be reported as scene-trial counts.
